PEPMASS	CHARGE	MSLEVEL	SOURCE_INSTRUMENT	FILENAME	SEQ	IONMODE	ORGANISM	NAME	PI	DATACOLLECTOR	SMILES	INCHI	INCHIAUX	PUBMED	SUBMITUSER	LIBRARYQUALITY	SPECTRUMID	SCANS	Monohydroxy	3-OH	3a-OH	7a-OH	7b-OH	Dihydroxy	1-ketone	3,12a-OH; 7,12a-OH	3,12a-OH	7,12a-OH	3,7-OH; 3,6-OH; 3,12b-OH; 7,12b-OH	3,7-OH; 3,12b-OH; 7,12b-OH	3,6-OH	3,7-OH	3,12b-OH; 7,12b-OH	Trihydroxy	All_ketone	3k_7or12_OH	3a_12k	3,7a,12a	3,6,7-OH	3,6b,7b-OH	3,6a,7a-OH	3,6b,7a-OH; 3,6a,7b-OH	3,6b,7a-OH	3,6a,7b-OH	1-OH-Sidechain; 1-OH-core	group	mono_gt	di_gt	tri_gt	di_1_sc_oh	ADDUCT
407.28	1	2	ESI-Orbitrap	Standards_n_1ugmL_hyocholic.mzXML	*..*	Negative	BILELIB19	hyocholic acid M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C	1S/C24H40O5/c1-13(4-7-19(26)27)15-5-6-16-20-17(9-11-23(15,16)2)24(3)10-8-14(25)12-18(24)21(28)22(20)29/h13-18,20-22,25,28-29H,4-12H2,1-3H3,(H,26,27)/t13?,14-,15-,16+,17+,18+,20+,21-,22+,23?,24?/m1/s1			mpanitchpakdi	1	CCMSLIB00005435473	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	M-H
391.285	1	2	ESI-Orbitrap	Standards_n_1ugmL_hyodeoxycholic.mzXML	*..*	Negative	BILELIB19	hyodeoxycholic acid M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	1S/C24H40O4/c1-14(4-7-22(27)28)17-5-6-18-16-13-21(26)20-12-15(25)8-10-24(20,3)19(16)9-11-23(17,18)2/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14?,15-,16+,17-,18+,19+,20+,21+,23?,24?/m1/s1			mpanitchpakdi	1	CCMSLIB00005435474	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M-H
783.577	1	2	ESI-Orbitrap	Standards_n_1ugmL_hyodeoxycholic.mzXML	*..*	Negative	BILELIB19	hyodeoxycholic acid 2M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	1S/C24H40O4/c1-14(4-7-22(27)28)17-5-6-18-16-13-21(26)20-12-15(25)8-10-24(20,3)19(16)9-11-23(17,18)2/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14?,15-,16+,17-,18+,19+,20+,21+,23?,24?/m1/s1			mpanitchpakdi	1	CCMSLIB00005435475	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	2M-H
805.558	1	2	ESI-Orbitrap	Standards_n_1ugmL_hyodeoxycholic.mzXML	*..*	Negative	BILELIB19	hyodeoxycholic acid 2M-2H+Na	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	1S/C24H40O4/c1-14(4-7-22(27)28)17-5-6-18-16-13-21(26)20-12-15(25)8-10-24(20,3)19(16)9-11-23(17,18)2/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14?,15-,16+,17-,18+,19+,20+,21+,23?,24?/m1/s1			mpanitchpakdi	1	CCMSLIB00005435476	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	2M-2H+Na
375.29	1	2	ESI-Orbitrap	Standards_n_1ugmL_lithocholic.mzXML	*..*	Negative	BILELIB19	lithocholic acid M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C	1S/C24H40O3/c1-15(4-9-22(26)27)19-7-8-20-18-6-5-16-14-17(25)10-12-23(16,2)21(18)11-13-24(19,20)3/h15-21,25H,4-14H2,1-3H3,(H,26,27)/t15?,16-,17-,18+,19-,20+,21+,23?,24?/m1/s1			mpanitchpakdi	1	CCMSLIB00005435477	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1.0	0.0	0.0	0.0	M-H
773.57	1	2	ESI-Orbitrap	Standards_n_1ugmL_lithocholic.mzXML	*..*	Negative	BILELIB19	lithocholic acid 2M-2H+Na	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C	1S/C24H40O3/c1-15(4-9-22(26)27)19-7-8-20-18-6-5-16-14-17(25)10-12-23(16,2)21(18)11-13-24(19,20)3/h15-21,25H,4-14H2,1-3H3,(H,26,27)/t15?,16-,17-,18+,19-,20+,21+,23?,24?/m1/s2			mpanitchpakdi	1	CCMSLIB00005435478	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1.0	0.0	0.0	0.0	2M-2H+Na
498.289	1	2	ESI-Orbitrap	Standards_n_1ugmL_taurochenodeoxycholic.mzXML	*..*	Negative	BILELIB19	taurochenodeoxycholic acid M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	1S/C26H45NO6S/c1-16(4-7-23(30)27-12-13-34(31,32)33)19-5-6-20-24-21(9-11-26(19,20)3)25(2)10-8-18(28)14-17(25)15-22(24)29/h16-22,24,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16?,17-,18+,19+,20-,21-,22+,24-,25?,26?/m0/s1			mpanitchpakdi	1	CCMSLIB00005435479	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M-H
997.584	1	2	ESI-Orbitrap	Standards_n_1ugmL_taurochenodeoxycholic.mzXML	*..*	Negative	BILELIB19	taurochenodeoxycholic acid 2M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	1S/C26H45NO6S/c1-16(4-7-23(30)27-12-13-34(31,32)33)19-5-6-20-24-21(9-11-26(19,20)3)25(2)10-8-18(28)14-17(25)15-22(24)29/h16-22,24,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16?,17-,18+,19+,20-,21-,22+,24-,25?,26?/m0/s1			mpanitchpakdi	1	CCMSLIB00005435480	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	2M-H
1019.56	1	2	ESI-Orbitrap	Standards_n_1ugmL_taurochenodeoxycholic.mzXML	*..*	Negative	BILELIB19	taurochenodeoxycholic acid M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	1S/C26H45NO6S/c1-16(4-7-23(30)27-12-13-34(31,32)33)19-5-6-20-24-21(9-11-26(19,20)3)25(2)10-8-18(28)14-17(25)15-22(24)29/h16-22,24,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16?,17-,18+,19+,20-,21-,22+,24-,25?,26?/m0/s1			mpanitchpakdi	1	CCMSLIB00005435481	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M-H
514.284	1	2	ESI-Orbitrap	Standards_n_1ugmL_taurocholicNahydrate.mzXML	*..*	Negative	BILELIB19	taurocholic acid M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C	1S/C26H45NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15?,16-,17+,18+,19-,20-,21+,22-,24-,25?,26?/m0/s1			mpanitchpakdi	1	CCMSLIB00005435482	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	M-H
1029.57	1	2	ESI-Orbitrap	Standards_n_1ugmL_taurocholicNahydrate.mzXML	*..*	Negative	BILELIB19	taurocholic acid 2M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C	1S/C26H45NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15?,16-,17+,18+,19-,20-,21+,22-,24-,25?,26?/m0/s1			mpanitchpakdi	1	CCMSLIB00005435483	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	2M-H
1051.55	1	2	ESI-Orbitrap	Standards_n_1ugmL_taurocholicNahydrate.mzXML	*..*	Negative	BILELIB19	taurocholic acid 2M-2H+Na	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C	1S/C26H45NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15?,16-,17+,18+,19-,20-,21+,22-,24-,25?,26?/m0/s1			mpanitchpakdi	1	CCMSLIB00005435484	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	2M-2H+Na
498.289	1	2	ESI-Orbitrap	Standards_n_1ugmL_taurodeoxycholic.mzXML	*..*	Negative	BILELIB19	taurodeoxycholic acid M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	1S/C26H45NO6S/c1-16(4-9-24(30)27-12-13-34(31,32)33)20-7-8-21-19-6-5-17-14-18(28)10-11-25(17,2)22(19)15-23(29)26(20,21)3/h16-23,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16?,17-,18-,19+,20-,21+,22+,23+,25?,26?/m1/s1			mpanitchpakdi	1	CCMSLIB00005435485	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M-H
997.583	1	2	ESI-Orbitrap	Standards_n_1ugmL_taurodeoxycholic.mzXML	*..*	Negative	BILELIB19	taurodeoxycholic acid 2M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	1S/C26H45NO6S/c1-16(4-9-24(30)27-12-13-34(31,32)33)20-7-8-21-19-6-5-17-14-18(28)10-11-25(17,2)22(19)15-23(29)26(20,21)3/h16-23,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16?,17-,18-,19+,20-,21+,22+,23+,25?,26?/m1/s1			mpanitchpakdi	1	CCMSLIB00005435486	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	2M-H
1019.57	1	2	ESI-Orbitrap	Standards_n_1ugmL_taurodeoxycholic.mzXML	*..*	Negative	BILELIB19	taurodeoxycholic acid 2M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	1S/C26H45NO6S/c1-16(4-9-24(30)27-12-13-34(31,32)33)20-7-8-21-19-6-5-17-14-18(28)10-11-25(17,2)22(19)15-23(29)26(20,21)3/h16-23,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16?,17-,18-,19+,20-,21+,22+,23+,25?,26?/m1/s1			mpanitchpakdi	1	CCMSLIB00005435487	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	2M-H
514.284	1	2	ESI-Orbitrap	Standards_n_1ugmL_taurohyocholic.mzXML	*..*	Negative	BILELIB19	taurohyocholic acid M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C	1S/C26H45NO7S/c1-15(4-7-21(29)27-12-13-35(32,33)34)17-5-6-18-22-19(9-11-25(17,18)2)26(3)10-8-16(28)14-20(26)23(30)24(22)31/h15-20,22-24,28,30-31H,4-14H2,1-3H3,(H,27,29)(H,32,33,34)/t15?,16-,17-,18+,19+,20+,22+,23-,24+,25?,26?/m1/s1			mpanitchpakdi	1	CCMSLIB00005435488	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	M-H
1029.57	1	2	ESI-Orbitrap	Standards_n_1ugmL_taurohyocholic.mzXML	*..*	Negative	BILELIB19	taurohyocholic acid 2M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C	1S/C26H45NO7S/c1-15(4-7-21(29)27-12-13-35(32,33)34)17-5-6-18-22-19(9-11-25(17,18)2)26(3)10-8-16(28)14-20(26)23(30)24(22)31/h15-20,22-24,28,30-31H,4-14H2,1-3H3,(H,27,29)(H,32,33,34)/t15?,16-,17-,18+,19+,20+,22+,23-,24+,25?,26?/m1/s1			mpanitchpakdi	1	CCMSLIB00005435489	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	2M-H
1051.55	1	2	ESI-Orbitrap	Standards_n_1ugmL_taurohyocholic.mzXML	*..*	Negative	BILELIB19	taurohyocholic acid 2M-2H+Na	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C	1S/C26H45NO7S/c1-15(4-7-21(29)27-12-13-35(32,33)34)17-5-6-18-22-19(9-11-25(17,18)2)26(3)10-8-16(28)14-20(26)23(30)24(22)31/h15-20,22-24,28,30-31H,4-14H2,1-3H3,(H,27,29)(H,32,33,34)/t15?,16-,17-,18+,19+,20+,22+,23-,24+,25?,26?/m1/s1			mpanitchpakdi	1	CCMSLIB00005435490	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	2M-2H+Na
498.289	1	2	ESI-Orbitrap	Standards_n_1ugmL_taurohyodeoxycholic.mzXML	*..*	Negative	BILELIB19	taurohyodeoxycholic acid M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	1S/C26H45NO6S/c1-16(4-7-24(30)27-12-13-34(31,32)33)19-5-6-20-18-15-23(29)22-14-17(28)8-10-26(22,3)21(18)9-11-25(19,20)2/h16-23,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16?,17-,18+,19-,20+,21+,22+,23+,25?,26?/m1/s1			mpanitchpakdi	1	CCMSLIB00005435491	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M-H
997.585	1	2	ESI-Orbitrap	Standards_n_1ugmL_taurohyodeoxycholic.mzXML	*..*	Negative	BILELIB19	taurohyodeoxycholic acid 2M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	1S/C26H45NO6S/c1-16(4-7-24(30)27-12-13-34(31,32)33)19-5-6-20-18-15-23(29)22-14-17(28)8-10-26(22,3)21(18)9-11-25(19,20)2/h16-23,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16?,17-,18+,19-,20+,21+,22+,23+,25?,26?/m1/s1			mpanitchpakdi	1	CCMSLIB00005435492	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	2M-H
1019.57	1	2	ESI-Orbitrap	Standards_n_1ugmL_taurohyodeoxycholic.mzXML	*..*	Negative	BILELIB19	taurohyodeoxycholic acid 2M-2H+Na	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	1S/C26H45NO6S/c1-16(4-7-24(30)27-12-13-34(31,32)33)19-5-6-20-18-15-23(29)22-14-17(28)8-10-26(22,3)21(18)9-11-25(19,20)2/h16-23,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16?,17-,18+,19-,20+,21+,22+,23+,25?,26?/m1/s1			mpanitchpakdi	1	CCMSLIB00005435493	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	2M-2H+Na
482.294	1	2	ESI-Orbitrap	Standards_n_1ugmL_taurolithocholic.mzXML	*..*	Negative	BILELIB19	taurolithocholic acid M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C	1S/C26H45NO5S/c1-17(4-9-24(29)27-14-15-33(30,31)32)21-7-8-22-20-6-5-18-16-19(28)10-12-25(18,2)23(20)11-13-26(21,22)3/h17-23,28H,4-16H2,1-3H3,(H,27,29)(H,30,31,32)/t17?,18-,19-,20+,21-,22+,23+,25?,26?/m1/s1			mpanitchpakdi	1	CCMSLIB00005435494	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1.0	0.0	0.0	0.0	M-H
965.595	1	2	ESI-Orbitrap	Standards_n_1ugmL_taurolithocholic.mzXML	*..*	Negative	BILELIB19	taurolithocholic acid 2M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C	1S/C26H45NO5S/c1-17(4-9-24(29)27-14-15-33(30,31)32)21-7-8-22-20-6-5-18-16-19(28)10-12-25(18,2)23(20)11-13-26(21,22)3/h17-23,28H,4-16H2,1-3H3,(H,27,29)(H,30,31,32)/t17?,18-,19-,20+,21-,22+,23+,25?,26?/m1/s1			mpanitchpakdi	1	CCMSLIB00005435495	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1.0	0.0	0.0	0.0	2M-H
987.578	1	2	ESI-Orbitrap	Standards_n_1ugmL_taurolithocholic.mzXML	*..*	Negative	BILELIB19	taurolithocholic acid 2M-2H+Na	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C	1S/C26H45NO5S/c1-17(4-9-24(29)27-14-15-33(30,31)32)21-7-8-22-20-6-5-18-16-19(28)10-12-25(18,2)23(20)11-13-26(21,22)3/h17-23,28H,4-16H2,1-3H3,(H,27,29)(H,30,31,32)/t17?,18-,19-,20+,21-,22+,23+,25?,26?/m1/s1			mpanitchpakdi	1	CCMSLIB00005435496	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1.0	0.0	0.0	0.0	2M-2H+Na
498.289	1	2	ESI-Orbitrap	Standards_n_1ugmL_tauroursodeoxycholic.mzXML	*..*	Negative	BILELIB19	tauroursodeoxycholic acid M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	1S/C26H45NO6S/c1-16(4-7-23(30)27-12-13-34(31,32)33)19-5-6-20-24-21(9-11-26(19,20)3)25(2)10-8-18(28)14-17(25)15-22(24)29/h16-22,24,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16-,17+,18-,19-,20+,21+,22+,24+,25+,26-/m1/s1			mpanitchpakdi	1	CCMSLIB00005435497	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M-H
997.585	1	2	ESI-Orbitrap	Standards_n_1ugmL_tauroursodeoxycholic.mzXML	*..*	Negative	BILELIB19	tauroursodeoxycholic acid 2M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	1S/C26H45NO6S/c1-16(4-7-23(30)27-12-13-34(31,32)33)19-5-6-20-24-21(9-11-26(19,20)3)25(2)10-8-18(28)14-17(25)15-22(24)29/h16-22,24,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16-,17+,18-,19-,20+,21+,22+,24+,25+,26-/m1/s1			mpanitchpakdi	1	CCMSLIB00005435498	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	2M-H
1019.57	1	2	ESI-Orbitrap	Standards_n_1ugmL_tauroursodeoxycholic.mzXML	*..*	Negative	BILELIB19	tauroursodeoxycholic acid 2M-2H+Na	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	1S/C26H45NO6S/c1-16(4-7-23(30)27-12-13-34(31,32)33)19-5-6-20-24-21(9-11-26(19,20)3)25(2)10-8-18(28)14-17(25)15-22(24)29/h16-22,24,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16-,17+,18-,19-,20+,21+,22+,24+,25+,26-/m1/s1			mpanitchpakdi	1	CCMSLIB00005435499	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	2M-2H+Na
391.285	1	2	ESI-Orbitrap	Standards_n_1ugmL_ursodeoxycholic.mzXML	*..*	Negative	BILELIB19	ursodeoxycholic acid M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14?,15-,16+,17+,18-,19-,20-,22-,23?,24?/m0/s1			mpanitchpakdi	1	CCMSLIB00005435500	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M-H
783.577	1	2	ESI-Orbitrap	Standards_n_1ugmL_ursodeoxycholic.mzXML	*..*	Negative	BILELIB19	ursodeoxycholic acid 2M-H	Dorrestein	A. Jarmusch	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14?,15-,16+,17+,18-,19-,20-,22-,23?,24?/m0/s1			mpanitchpakdi	1	CCMSLIB00005435501	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	2M-H
